Procédure : QJM - Année : 1974

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920010;La Seine à Paris [Austerlitz après création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1974;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;291.00;291.00; ;;
F;360.00;360.00; ;;
M;375.00;375.00; ;;
A;247.00;247.00; ;;
M;125.00;125.00; ;;
J;71.50;71.50; ;;
J;62.70;62.70; ;;
A;56.60;56.60; ;;
S;71.60;71.60; ;;
O;295.00;295.00; ;;
N;461.00;461.00; ;;
D;636.00;636.00; ;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1974
Ecoulement mensuel;Validité;;;;;;;;;;;;;;
;Débit moyen (m3/s);291.00;360.00;375.00;247.00;125.00;71.50;62.70;56.60;71.60;295.00;461.00;636.00;254.00;
;Débit moyen spécifique (l/s/km2);6.64;8.23;8.57;5.64;2.86;1.63;1.43;1.29;1.64;6.74;10.50;14.50;5.80;
;Lame d'eau (mm);17.80;19.90;23.00;14.60;7.70;4.20;3.80;3.50;4.20;18.10;27.30;38.90;183.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);291.00;360.00;375.00;247.00;125.00;71.50;62.70;56.60;71.60;295.00;461.00;636.00;254.00;
;Débit moyen spécifique (l/s/km2);6.64;8.23;8.57;5.64;2.86;1.63;1.43;1.29;1.64;6.74;10.50;14.50;5.80;
;Lame d'eau (mm);17.80;19.90;23.00;14.60;7.70;4.20;3.80;3.50;4.20;18.10;27.30;38.90;183.00;
;
Maximum instantané;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
19;260.00;;390.00;;420.00;;190.00;;130.00;;70.00;;75.00;;55.00;;70.00;;260.00;;400.00;;740.00;;
20;270.00;;360.00;;490.00;;185.00;;135.00;;70.00;;60.00;;60.00;;65.00;;270.00;;400.00;;770.00;;
21;260.00;;320.00;;540.00;;175.00;;110.00;;80.00;;60.00;;60.00;;70.00;;410.00;;410.00;;750.00;;
22;220.00;;330.00;;800.00;;160.00;;100.00;;60.00;;60.00;;50.00;;85.00;;470.00;;390.00;;720.00;;
23;230.00;;310.00;;790.00;;150.00;;95.00;;45.00;;60.00;;50.00;;75.00;;450.00;;410.00;;710.00;;
24;220.00;;300.00;;740.00;;160.00;;100.00;;45.00;;60.00;;65.00;;80.00;;520.00;;430.00;;700.00;;
25;210.00;;240.00;;660.00;;115.00;;95.00;;45.00;;75.00;;60.00;;80.00;;570.00;;390.00;;700.00;;
26;220.00;;230.00;;630.00;;110.00;;100.00;;100.00;;60.00;;65.00;;75.00;;580.00;;370.00;;730.00;;
27;220.00;;220.00;;590.00;;150.00;;105.00;;70.00;;60.00;;60.00;;80.00;;540.00;;360.00;;730.00;;
28;220.00;;200.00;;600.00;;145.00;;100.00;;80.00;;60.00;;60.00;;80.00;;500.00;;370.00;;740.00;;
29;220.00;;;;560.00;;130.00;;100.00;;90.00;;55.00;;60.00;;85.00;;500.00;;450.00;;740.00;;
30;280.00;;;;530.00;;130.00;;80.00;;70.00;;60.00;;60.00;;100.00;;500.00;;560.00;;770.00;;
31;290.00;;;;490.00;;;;80.00;;;;45.00;;60.00;;;;480.00;;;;770.00;;
Procédure : QJM - Année : 1975

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920010;La Seine à Paris [Austerlitz après création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1975;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;559.00;559.00; ;;
F;475.00;475.00; ;;
M;279.00;279.00; ;;
A;458.00;458.00; ;;
M;251.00;251.00; ;;
J;125.00;125.00; ;;
J;108.00;108.00; ;;
A;90.40;90.40; ;;
S;82.20;82.20; ;;
O;112.00;112.00; ;;
N;182.00;182.00; ;;
D;356.00;356.00; ;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1975
Ecoulement mensuel;Validité;;;;;;;;;;;;;;
;Débit moyen (m3/s);559.00;475.00;279.00;458.00;251.00;125.00;108.00;90.40;82.20;112.00;182.00;356.00;255.00;
;Débit moyen spécifique (l/s/km2);12.80;10.90;6.38;10.40;5.74;2.85;2.46;2.06;1.88;2.55;4.15;8.12;5.82;
;Lame d'eau (mm);34.20;26.30;17.10;27.10;15.40;7.40;6.60;5.50;4.90;6.80;10.80;21.70;184.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);559.00;475.00;279.00;458.00;251.00;125.00;108.00;90.40;82.20;112.00;182.00;356.00;255.00;
;Débit moyen spécifique (l/s/km2);12.80;10.90;6.38;10.40;5.74;2.85;2.46;2.06;1.88;2.55;4.15;8.12;5.82;
;Lame d'eau (mm);34.20;26.30;17.10;27.10;15.40;7.40;6.60;5.50;4.90;6.80;10.80;21.70;184.00;
;
Maximum instantané;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;720.00;;820.00;;190.00;;420.00;;330.00;;175.00;;90.00;;100.00;;76.00;;190.00;;92.00;;320.00;;
2;690.00;;810.00;;210.00;;420.00;;300.00;;155.00;;100.00;;86.00;;74.00;;160.00;;100.00;;400.00;;
3;650.00;;760.00;;195.00;;410.00;;300.00;;150.00;;80.00;;85.00;;71.00;;165.00;;93.00;;420.00;;
4;620.00;;720.00;;200.00;;410.00;;270.00;;175.00;;140.00;;72.00;;74.00;;100.00;;98.00;;490.00;;
5;600.00;;700.00;;195.00;;480.00;;260.00;;155.00;;170.00;;96.00;;66.00;;100.00;;68.00;;600.00;;
6;590.00;;680.00;;200.00;;470.00;;250.00;;120.00;;100.00;;83.00;;75.00;;100.00;;66.00;;580.00;;
7;570.00;;680.00;;230.00;;480.00;;320.00;;110.00;;92.00;;60.00;;65.00;;120.00;;84.00;;660.00;;
8;550.00;;670.00;;230.00;;480.00;;270.00;;120.00;;83.00;;61.00;;60.00;;120.00;;71.00;;580.00;;
9;550.00;;640.00;;240.00;;450.00;;460.00;;105.00;;105.00;;85.00;;60.00;;110.00;;79.00;;510.00;;
10;580.00;;590.00;;250.00;;430.00;;400.00;;92.00;;110.00;;100.00;;60.00;;110.00;;78.00;;500.00;;
11;580.00;;560.00;;250.00;;440.00;;380.00;;99.00;;115.00;;89.00;;50.00;;93.00;;71.00;;480.00;;
12;540.00;;520.00;;250.00;;410.00;;330.00;;105.00;;125.00;;91.00;;125.00;;105.00;;71.00;;450.00;;
13;520.00;;480.00;;250.00;;410.00;;300.00;;105.00;;105.00;;88.00;;70.00;;105.00;;71.00;;420.00;;
14;510.00;;460.00;;240.00;;420.00;;280.00;;115.00;;140.00;;88.00;;60.00;;92.00;;85.00;;390.00;;
15;470.00;;440.00;;220.00;;420.00;;270.00;;115.00;;125.00;;85.00;;60.00;;110.00;;76.00;;380.00;;
16;470.00;;390.00;;240.00;;420.00;;270.00;;90.00;;125.00;;88.00;;80.00;;95.00;;100.00;;370.00;;
17;430.00;;410.00;;240.00;;510.00;;270.00;;130.00;;125.00;;150.00;;85.00;;94.00;;180.00;;330.00;;
18;410.00;;340.00;;240.00;;580.00;;260.00;;110.00;;105.00;;90.00;;100.00;;100.00;;220.00;;320.00;;
19;410.00;;310.00;;240.00;;550.00;;250.00;;110.00;;90.00;;95.00;;100.00;;95.00;;290.00;;270.00;;
20;490.00;;300.00;;240.00;;540.00;;210.00;;120.00;;97.00;;96.00;;75.00;;93.00;;240.00;;300.00;;
21;500.00;;280.00;;240.00;;530.00;;200.00;;120.00;;74.00;;86.00;;75.00;;100.00;;270.00;;260.00;;
22;490.00;;290.00;;280.00;;540.00;;180.00;;110.00;;105.00;;96.00;;85.00;;140.00;;340.00;;230.00;;
23;450.00;;280.00;;310.00;;540.00;;170.00;;135.00;;120.00;;100.00;;70.00;;110.00;;320.00;;210.00;;
24;470.00;;270.00;;400.00;;530.00;;170.00;;175.00;;92.00;;94.00;;85.00;;115.00;;350.00;;200.00;;
25;490.00;;250.00;;460.00;;490.00;;115.00;;145.00;;105.00;;110.00;;100.00;;105.00;;330.00;;200.00;;
26;530.00;;220.00;;360.00;;440.00;;160.00;;125.00;;100.00;;85.00;;140.00;;105.00;;310.00;;210.00;;
27;550.00;;210.00;;390.00;;390.00;;160.00;;120.00;;110.00;;105.00;;100.00;;115.00;;330.00;;190.00;;
28;600.00;;230.00;;410.00;;420.00;;145.00;;125.00;;110.00;;99.00;;100.00;;110.00;;350.00;;200.00;;
29;690.00;;;;390.00;;380.00;;140.00;;120.00;;105.00;;85.00;;100.00;;100.00;;320.00;;195.00;;
30;790.00;;;;450.00;;320.00;;175.00;;110.00;;93.00;;85.00;;125.00;;100.00;;300.00;;180.00;;
31;830.00;;;;420.00;;;;195.00;;;;100.00;;68.00;;;;110.00;;;;180.00;;
Procédure : QJM - Année : 1976

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920010;La Seine à Paris [Austerlitz après création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1976;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;181.00;181.00; ;;
F;382.00;382.00; ;;
M;178.00;178.00; ;;
A;94.20;94.20; ;;
M;76.60;76.60;#;;
J;51.50;51.50;#;;
J;43.20;43.20;#;;
A;41.40;41.40;#;;
S;56.50;56.50;#;;
O;52.70;52.70; ;;
N;85.80;85.80; ;;
D;236.00;236.00; ;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1976
Ecoulement mensuel;Validité;;;;;Estimé;Estimé;Estimé;Estimé;Estimé;;;;;
;Débit moyen (m3/s);181.00;382.00;178.00;94.20;76.60;51.50;43.20;41.40;56.50;52.70;85.80;236.00;122.00;
;Débit moyen spécifique (l/s/km2);4.14;8.72;4.05;2.15;1.75;1.18;0.99;0.95;1.29;1.20;1.96;5.39;2.79;
;Lame d'eau (mm);11.10;21.80;10.90;5.60;4.70;3.10;2.60;2.50;3.30;3.20;5.10;14.40;88.30;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);181.00;382.00;178.00;94.20;76.60;51.50;43.20;41.40;56.50;52.70;85.80;236.00;122.00;
;Débit moyen spécifique (l/s/km2);4.14;8.72;4.05;2.15;1.75;1.18;0.99;0.95;1.29;1.20;1.96;5.39;2.79;
;Lame d'eau (mm);11.10;21.80;10.90;5.60;4.70;3.10;2.60;2.50;3.30;3.20;5.10;14.40;88.30;
;
Maximum instantané;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;140.00;;210.00;;350.00;;100.00;;140.00;;53.00;Estimé;45.00;Estimé;50.00;Estimé;36.00;Estimé;60.00;;69.00;;98.00;;
2;135.00;;190.00;;300.00;;120.00;;140.00;;59.00;Estimé;42.00;Estimé;46.00;Estimé;38.00;Estimé;60.00;;59.00;;130.00;;
3;160.00;;180.00;;260.00;;90.00;;80.00;;55.00;Estimé;40.00;Estimé;42.00;Estimé;39.00;Estimé;60.00;;73.00;;125.00;;
4;145.00;;180.00;;260.00;;100.00;;100.00;;52.00;Estimé;41.00;Estimé;40.00;Estimé;38.00;Estimé;60.00;;66.00;;180.00;;
5;160.00;;190.00;;240.00;;100.00;;100.00;;57.00;Estimé;45.00;Estimé;38.00;Estimé;42.00;Estimé;60.00;;97.00;;270.00;;
6;175.00;;170.00;;240.00;;100.00;;100.00;;64.00;Estimé;38.00;Estimé;35.00;Estimé;46.00;Estimé;72.00;;65.00;;280.00;;
7;200.00;;165.00;;220.00;;105.00;;100.00;;65.00;Estimé;41.00;Estimé;35.00;Estimé;42.00;Estimé;66.00;;66.00;;310.00;;
8;200.00;;220.00;;200.00;;105.00;;75.00;;61.00;Estimé;45.00;Estimé;38.00;Estimé;41.00;Estimé;53.00;;66.00;;300.00;;
9;180.00;;180.00;;195.00;;110.00;;90.00;;57.00;Estimé;43.00;Estimé;39.00;Estimé;38.00;Estimé;52.00;;77.00;;360.00;;
10;165.00;;170.00;;170.00;;100.00;;85.00;;65.00;Estimé;40.00;Estimé;40.00;Estimé;50.00;Estimé;49.00;;73.00;;400.00;;
11;170.00;;175.00;;170.00;;120.00;;80.00;;57.00;Estimé;43.00;Estimé;42.00;Estimé;43.00;Estimé;42.00;;72.00;;380.00;;
12;160.00;;170.00;;170.00;;110.00;;80.00;;61.00;Estimé;44.00;Estimé;47.00;Estimé;44.00;Estimé;58.00;;68.00;;350.00;;
13;150.00;;230.00;;170.00;;100.00;;90.00;;63.00;Estimé;38.00;Estimé;47.00;Estimé;55.00;Estimé;51.00;;95.00;;370.00;;
14;155.00;;410.00;;170.00;;105.00;;75.00;;57.00;Estimé;35.00;Estimé;50.00;Estimé;69.00;Estimé;52.00;;130.00;;360.00;;
15;165.00;;610.00;;160.00;;90.00;;78.00;;55.00;Estimé;36.00;Estimé;52.00;Estimé;80.00;Estimé;36.00;;96.00;;320.00;;
16;190.00;;610.00;;160.00;;90.00;;90.00;;50.00;Estimé;40.00;Estimé;54.00;Estimé;86.00;Estimé;36.00;;130.00;;300.00;;
17;190.00;;740.00;;160.00;;100.00;;70.00;;45.00;Estimé;48.00;Estimé;50.00;Estimé;79.00;Estimé;37.00;;130.00;;270.00;;
18;185.00;;740.00;;180.00;;90.00;;45.00;;42.00;Estimé;45.00;Estimé;46.00;Estimé;69.00;Estimé;36.00;;110.00;;250.00;;
19;195.00;;650.00;;160.00;;90.00;;60.00;;45.00;Estimé;43.00;Estimé;40.00;Estimé;75.00;Estimé;60.00;;115.00;;230.00;;
20;195.00;;540.00;;155.00;;100.00;;50.00;;40.00;Estimé;40.00;Estimé;46.00;Estimé;65.00;Estimé;51.00;;81.00;;220.00;;
21;190.00;;560.00;;160.00;;90.00;;50.00;;45.00;Estimé;37.00;Estimé;40.00;Estimé;66.00;;37.00;;90.00;;220.00;;
22;180.00;;560.00;;140.00;;80.00;;70.00;;47.00;Estimé;45.00;Estimé;40.00;Estimé;67.00;;57.00;;86.00;;210.00;;
23;180.00;;550.00;;140.00;;85.00;;70.00;;43.00;Estimé;45.00;Estimé;35.00;Estimé;67.00;;53.00;;88.00;;210.00;;
24;180.00;;540.00;;140.00;;75.00;;75.00;;45.00;Estimé;50.00;Estimé;32.00;Estimé;60.00;;50.00;;93.00;;180.00;;
25;180.00;;500.00;;145.00;;75.00;;70.00;;50.00;Estimé;50.00;Estimé;32.00;Estimé;57.00;;52.00;;80.00;;180.00;;
26;200.00;;420.00;;130.00;;80.00;;50.00;;42.00;Estimé;48.00;Estimé;38.00;Estimé;51.00;;62.00;;81.00;;150.00;;
27;220.00;;420.00;;120.00;;80.00;;50.00;;42.00;Estimé;44.00;Estimé;40.00;Estimé;60.00;;52.00;;79.00;;160.00;;
28;240.00;;420.00;;110.00;;80.00;;52.00;Estimé;41.00;Estimé;45.00;Estimé;36.00;Estimé;63.00;;51.00;;74.00;;140.00;;
29;210.00;;370.00;;115.00;;80.00;;55.00;Estimé;41.00;Estimé;50.00;Estimé;36.00;Estimé;59.00;;51.00;;80.00;;130.00;;
30;220.00;;;;115.00;;75.00;;51.00;Estimé;45.00;Estimé;48.00;Estimé;40.00;Estimé;69.00;;59.00;;86.00;;120.00;;
31;210.00;;;;100.00;;;;55.00;Estimé;;;46.00;Estimé;37.00;Estimé;;;58.00;;;;115.00;;
Procédure : QJM - Année : 1977

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920010;La Seine à Paris [Austerlitz après création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1977;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;205.00;205.00; ;;
F;910.00;910.00; ;;
M;516.00;516.00; ;;
A;311.00;311.00; ;;
M;311.00;311.00; ;;
J;232.00;232.00; ;;
J;181.00;181.00; ;;
A;197.00;197.00; ;;
S;168.00;168.00; ;;
O;139.00;139.00; ;;
N;304.00;304.00; ;;
D;384.00;384.00; ;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1977
Ecoulement mensuel;Validité;;;;;;;;;;;;;;
;Débit moyen (m3/s);205.00;910.00;516.00;311.00;311.00;232.00;181.00;197.00;168.00;139.00;304.00;384.00;317.00;
;Débit moyen spécifique (l/s/km2);4.69;20.80;11.80;7.09;7.10;5.30;4.13;4.49;3.84;3.18;6.94;8.77;7.25;
;Lame d'eau (mm);12.60;50.20;31.50;18.40;19.00;13.70;11.10;12.00;10.00;8.50;18.00;23.50;228.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);205.00;910.00;516.00;311.00;311.00;232.00;181.00;197.00;168.00;139.00;304.00;384.00;317.00;
;Débit moyen spécifique (l/s/km2);4.69;20.80;11.80;7.09;7.10;5.30;4.13;4.49;3.84;3.18;6.94;8.77;7.25;
;Lame d'eau (mm);12.60;50.20;31.50;18.40;19.00;13.70;11.10;12.00;10.00;8.50;18.00;23.50;228.00;
;
Maximum instantané;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;();;;;;;;;;;;;;;
;Date; ; ; ; ; ; ; ; ; ; ; ; ; ;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;125.00;;570.00;;1100.00;;320.00;;230.00;;230.00;;190.00;;160.00;;260.00;;125.00;;130.00;;470.00;;
2;125.00;;510.00;;1050.00;;310.00;;210.00;;210.00;;200.00;;160.00;;260.00;;125.00;;140.00;;450.00;;
3;130.00;;490.00;;960.00;;350.00;;220.00;;190.00;;210.00;;160.00;;250.00;;130.00;;140.00;;420.00;;
4;170.00;;490.00;;880.00;;410.00;;220.00;;185.00;;185.00;;165.00;;210.00;;125.00;;170.00;;410.00;;
5;165.00;;500.00;;870.00;;440.00;;260.00;;180.00;;160.00;;135.00;;210.00;;135.00;;150.00;;390.00;;
6;145.00;;550.00;;760.00;;410.00;;320.00;;175.00;;170.00;;120.00;;210.00;;150.00;;175.00;;360.00;;
7;130.00;;590.00;;700.00;;390.00;;350.00;;185.00;;230.00;;135.00;;210.00;;175.00;;195.00;;360.00;;
8;145.00;;610.00;;660.00;;370.00;;310.00;;190.00;;230.00;;125.00;;195.00;;200.00;;200.00;;360.00;;
9;140.00;;650.00;;630.00;;350.00;;290.00;;160.00;;230.00;;110.00;;195.00;;195.00;;210.00;;340.00;;
10;150.00;;690.00;;540.00;;330.00;;290.00;;220.00;;280.00;;90.00;;185.00;;185.00;;170.00;;340.00;;
11;150.00;;750.00;;480.00;;320.00;;320.00;;220.00;;270.00;;110.00;;185.00;;180.00;;160.00;;380.00;;
12;150.00;;840.00;;460.00;;310.00;;340.00;;290.00;;240.00;;100.00;;170.00;;155.00;;175.00;;390.00;;
13;150.00;;900.00;;480.00;;290.00;;360.00;;300.00;;210.00;;110.00;;165.00;;100.00;;165.00;;390.00;;
14;150.00;;960.00;;450.00;;310.00;;360.00;;300.00;;175.00;;105.00;;160.00;;130.00;;165.00;;430.00;;
15;160.00;;990.00;;440.00;;310.00;;370.00;;220.00;;180.00;;98.00;;150.00;;135.00;;200.00;;440.00;;
16;175.00;;970.00;;420.00;;320.00;;390.00;;210.00;;180.00;;100.00;;145.00;;130.00;;300.00;;450.00;;
17;165.00;;950.00;;400.00;;320.00;;390.00;;220.00;;175.00;;105.00;;145.00;;130.00;;370.00;;420.00;;
18;165.00;;980.00;;380.00;;310.00;;400.00;;200.00;;155.00;;185.00;;150.00;;125.00;;370.00;;390.00;;
19;145.00;;1030.00;;330.00;;290.00;;380.00;;200.00;;140.00;;210.00;;140.00;;115.00;;390.00;;380.00;;
20;145.00;;1120.00;;320.00;;290.00;;370.00;;270.00;;145.00;;230.00;;145.00;;120.00;;390.00;;370.00;;
21;150.00;;1190.00;;320.00;;270.00;;340.00;;290.00;;105.00;;270.00;;135.00;;115.00;;440.00;;330.00;;
22;170.00;;1300.00;;310.00;;260.00;;340.00;;210.00;;130.00;;340.00;;145.00;;130.00;;440.00;;320.00;;
23;180.00;;1380.00;;310.00;;260.00;;330.00;;230.00;;130.00;;330.00;;145.00;;150.00;;430.00;;310.00;;
24;195.00;;1410.00;;320.00;;270.00;;310.00;;270.00;;130.00;;350.00;;125.00;;150.00;;440.00;;280.00;;
25;250.00;;1390.00;;340.00;;270.00;;310.00;;320.00;;175.00;;380.00;;115.00;;130.00;;450.00;;300.00;;
26;290.00;;1310.00;;380.00;;260.00;;290.00;;310.00;;155.00;;300.00;;125.00;;120.00;;480.00;;310.00;;
27;330.00;;1210.00;;360.00;;250.00;;280.00;;290.00;;140.00;;270.00;;130.00;;120.00;;530.00;;350.00;;
28;420.00;;1140.00;;350.00;;250.00;;270.00;;250.00;;150.00;;280.00;;130.00;;130.00;;540.00;;370.00;;
29;450.00;;;;330.00;;250.00;;250.00;;220.00;;175.00;;320.00;;125.00;;135.00;;520.00;;450.00;;
30;460.00;;;;330.00;;230.00;;280.00;;220.00;;190.00;;310.00;;130.00;;140.00;;480.00;;470.00;;
31;490.00;;;;330.00;;;;260.00;;;;170.00;;230.00;;;;130.00;;;;480.00;;
Procédure : QJM - Année : 1978

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920010;La Seine à Paris [Austerlitz après création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1978;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;513.00;513.00; ;;
F;1050.00;1050.00; ;;
M;938.00;938.00;#;;
A;886.00;886.00;#;;
M;415.00;415.00;#;;
J;231.00;231.00; ;;
J;190.00;190.00; ;;
A;139.00;139.00; ;;
S;113.00;113.00;#;;
O;95.10;95.10;#;;
N;60.30;60.30; ;;
D;97.00;97.00; ;;

